Month,City,State,Sales,Marketing_Spend,Customer_Count,Product_Category,Email
2022-12-01,Mumbai,Maharashtra,64916,6071,366,Clothing,lagan.grewal@renusharmafoundation.org
2021-05-01,Kolkata,West Bengal,65817,6539,184,Grocery,vardaniya.bora@yahoo.com
2021-04-01,Mumbai,Maharashtra,31842,2615,209,Clothing,jayan.biswas@gmail.com
2024-04-01,Delhi,Delhi,51904,5877,222,Electronics,kashvi.bhasin@renusharmafoundation.org
2023-04-01,Jaipur,Rajasthan,52948,4290,368,Clothing,taran.bail@yahoo.com
2022-04-01,Bhopal,Madhya Pradesh,44270,2631,455,Books,pihu.choudhry@yahoo.com
2021-10-01,Hyderabad,Telangana,54068,4272,305,Grocery,mannat.sur@yahoo.com
2021-06-01,Jaipur,Rajasthan,23662,2299,251,Clothing,yasmin.anne@yahoo.com
2023-01-01,Ahmedabad,Gujarat,66495,3389,185,Home Decor,farhan.venkataraman@renusharmafoundation.org
2022-07-01,Delhi,Delhi,22354,1922,298,Home Decor,dhanush.samra@gmail.com
2024-01-01,Hyderabad,Telangana,75229,9710,427,Home Decor,prerak.sankar@yahoo.com
2022-05-01,Chennai,Tamil Nadu,52065,4015,444,Home Decor,anika.baria@renusharmafoundation.org
2022-07-01,Kolkata,West Bengal,64149,5673,116,Electronics,tanya.chauhan@yahoo.com
2023-01-01,Lucknow,Uttar Pradesh,23087,1680,114,Grocery,vritika.bobal@gmail.com
2024-05-01,Kolkata,West Bengal,49607,3683,230,Grocery,sara.shetty@yahoo.com
2024-04-01,Bhopal,Madhya Pradesh,56533,3089,128,Clothing,ira.sarin@yahoo.com
2022-10-01,Hyderabad,Telangana,57471,4335,59,Grocery,taimur.bumb@renusharmafoundation.org
2024-01-01,Mumbai,Maharashtra,70468,7085,469,Clothing,armaan.khosla@yahoo.com
2024-03-01,Bengaluru,Karnataka,41149,2189,382,Clothing,amira.bala@gmail.com
2021-02-01,Bengaluru,Karnataka,42115,5241,252,Books,zain.ravi@yahoo.com
2022-07-01,Delhi,Delhi,62037,4940,499,Home Decor,jivin.balasubramanian@renusharmafoundation.org
2023-05-01,Hyderabad,Telangana,39657,4021,286,Home Decor,shaan.dugal@renusharmafoundation.org
2021-05-01,Delhi,Delhi,24528,3569,319,Books,ritvik.subramaniam@yahoo.com
2021-06-01,Bengaluru,Karnataka,42237,4547,197,Grocery,dhanuk.sarna@yahoo.com
2021-11-01,Lucknow,Uttar Pradesh,53667,6905,262,Books,renee.rege@yahoo.com
2021-06-01,Bhopal,Madhya Pradesh,39116,5166,225,Electronics,uthkarsh.swaminathan@gmail.com
2023-01-01,Bhopal,Madhya Pradesh,54754,4132,226,Clothing,alia.balay@gmail.com
2024-04-01,Delhi,Delhi,36369,4000,393,Clothing,yashvi.sarna@renusharmafoundation.org
2022-05-01,Mumbai,Maharashtra,53586,6151,157,Home Decor,taimur.tiwari@gmail.com
2024-01-01,Hyderabad,Telangana,56723,7037,340,Electronics,sana.rau@gmail.com
2023-05-01,Jaipur,Rajasthan,60491,5500,340,Electronics,pranay.luthra@gmail.com
2024-10-01,Mumbai,Maharashtra,69528,6679,286,Clothing,hunar.manda@gmail.com
2022-09-01,Delhi,Delhi,43429,3527,289,Electronics,renee.bhatia@yahoo.com
2023-11-01,Bengaluru,Karnataka,49314,5941,355,Electronics,elakshi.bobal@yahoo.com
2024-05-01,Kolkata,West Bengal,59378,5821,348,Clothing,abram.iyer@gmail.com
2021-09-01,Jaipur,Rajasthan,52414,3894,497,Home Decor,arhaan.ram@gmail.com
2023-03-01,Bengaluru,Karnataka,16320,2157,223,Clothing,hiran.ramakrishnan@renusharmafoundation.org
2023-01-01,Kolkata,West Bengal,55809,6860,62,Electronics,gokul.hari@yahoo.com
2024-12-01,Ahmedabad,Gujarat,50496,3388,281,Clothing,jayant.sridhar@renusharmafoundation.org
2023-11-01,Hyderabad,Telangana,67682,9483,263,Books,jayan.ganesan@yahoo.com
2022-07-01,Bhopal,Madhya Pradesh,59676,8736,435,Grocery,abram.dugal@gmail.com
2024-04-01,Bhopal,Madhya Pradesh,46809,2798,110,Home Decor,ira.raj@renusharmafoundation.org
2021-06-01,Mumbai,Maharashtra,57056,8155,138,Home Decor,sumer.bumb@gmail.com
2022-02-01,Jaipur,Rajasthan,54625,5965,260,Grocery,himmat.bail@gmail.com
2024-10-01,Hyderabad,Telangana,78943,7702,222,Grocery,uthkarsh.savant@gmail.com
2023-11-01,Delhi,Delhi,25356,2520,142,Books,nitara.sood@yahoo.com
2023-02-01,Hyderabad,Telangana,7482,1049,321,Books,aaryahi.varughese@renusharmafoundation.org
2022-04-01,Hyderabad,Telangana,10166,723,173,Home Decor,aaina.kalita@renusharmafoundation.org
2022-11-01,Mumbai,Maharashtra,63653,5046,127,Books,pihu.dayal@gmail.com
2022-11-01,Hyderabad,Telangana,41908,6028,495,Books,bhavin.guha@yahoo.com
2022-09-01,Kolkata,West Bengal,71345,5777,488,Electronics,divyansh.chadha@gmail.com
2024-10-01,Bengaluru,Karnataka,62869,4874,153,Home Decor,anay.lad@renusharmafoundation.org
2021-06-01,Ahmedabad,Gujarat,43796,6288,262,Electronics,samiha.sura@gmail.com
2021-10-01,Delhi,Delhi,60599,3153,356,Home Decor,anay.bhatia@gmail.com
2021-02-01,Ahmedabad,Gujarat,50369,5895,372,Books,madhav.kapur@renusharmafoundation.org
2024-06-01,Kolkata,West Bengal,60421,3836,445,Home Decor,mishti.mandal@gmail.com
2024-06-01,Chennai,Tamil Nadu,70048,5791,470,Electronics,dhanush.apte@yahoo.com
2021-10-01,Bengaluru,Karnataka,26956,3689,285,Grocery,purab.bhardwaj@renusharmafoundation.org
2021-03-01,Bengaluru,Karnataka,49170,5971,77,Books,ryan.aurora@yahoo.com
2021-08-01,Chennai,Tamil Nadu,36390,2793,59,Clothing,sahil.manda@yahoo.com
2022-03-01,Bengaluru,Karnataka,45363,6188,419,Books,sana.aurora@renusharmafoundation.org
2023-04-01,Jaipur,Rajasthan,54530,6828,381,Electronics,indrans.kuruvilla@yahoo.com
2024-10-01,Mumbai,Maharashtra,70565,6603,224,Electronics,piya.singh@gmail.com
2023-02-01,Bengaluru,Karnataka,34898,4157,387,Books,kanav.sekhon@gmail.com
2023-08-01,Bhopal,Madhya Pradesh,42355,5964,359,Electronics,ishita.dhingra@gmail.com
2023-05-01,Ahmedabad,Gujarat,75794,8899,261,Grocery,sumer.banik@renusharmafoundation.org
2024-08-01,Jaipur,Rajasthan,22554,3024,357,Clothing,suhana.mangat@yahoo.com
2023-10-01,Hyderabad,Telangana,47266,5659,383,Books,riaan.kant@yahoo.com
2024-09-01,Lucknow,Uttar Pradesh,26483,3619,455,Home Decor,ranbir.raval@renusharmafoundation.org
2022-03-01,Kolkata,West Bengal,39354,5026,69,Books,zeeshan.seth@yahoo.com
2021-12-01,Jaipur,Rajasthan,26495,3153,282,Home Decor,shaan.bandi@gmail.com
2023-02-01,Jaipur,Rajasthan,36636,3877,436,Home Decor,arhaan.mangat@yahoo.com
2023-02-01,Jaipur,Rajasthan,24406,3348,340,Books,diya.konda@renusharmafoundation.org
2023-08-01,Bhopal,Madhya Pradesh,23472,3261,412,Electronics,dishani.dua@yahoo.com
2022-08-01,Delhi,Delhi,46258,4071,325,Electronics,ayesha.bhakta@gmail.com
2021-10-01,Chennai,Tamil Nadu,78651,5403,107,Books,neelofar.dora@yahoo.com
2022-01-01,Ahmedabad,Gujarat,34749,2992,344,Grocery,faiyaz.krishnan@gmail.com
2023-07-01,Kolkata,West Bengal,40579,3697,352,Grocery,yuvaan.ray@renusharmafoundation.org
2022-11-01,Bhopal,Madhya Pradesh,49463,5816,283,Electronics,purab.bhargava@yahoo.com
2021-04-01,Kolkata,West Bengal,39829,2241,199,Grocery,yakshit.subramanian@yahoo.com
2022-09-01,Delhi,Delhi,69897,6849,228,Home Decor,aarush.sheth@gmail.com
2022-03-01,Ahmedabad,Gujarat,32336,4450,427,Books,biju.chawla@gmail.com
2023-07-01,Mumbai,Maharashtra,32640,3458,497,Grocery,divij.sane@gmail.com
2022-11-01,Bhopal,Madhya Pradesh,28302,1988,127,Clothing,divyansh.johal@yahoo.com
2024-12-01,Jaipur,Rajasthan,33939,2315,309,Home Decor,biju.bedi@yahoo.com
2024-01-01,Jaipur,Rajasthan,50774,6478,357,Grocery,shalv.swaminathan@gmail.com
2022-04-01,Bengaluru,Karnataka,39830,5467,159,Books,hridaan.sharma@yahoo.com
2022-12-01,Chennai,Tamil Nadu,50898,2624,196,Home Decor,vardaniya.sahota@yahoo.com
2023-08-01,Jaipur,Rajasthan,54757,7870,313,Home Decor,dharmajan.baria@gmail.com
2022-04-01,Lucknow,Uttar Pradesh,56658,4478,146,Clothing,hunar.dubey@gmail.com
2021-08-01,Bengaluru,Karnataka,52720,7662,53,Grocery,ira.joshi@gmail.com
2021-03-01,Mumbai,Maharashtra,49833,5484,96,Home Decor,fateh.jaggi@renusharmafoundation.org
2022-01-01,Chennai,Tamil Nadu,67820,5095,423,Grocery,azad.butala@yahoo.com
2022-03-01,Jaipur,Rajasthan,38170,4702,451,Grocery,zoya.amble@yahoo.com
2024-10-01,Kolkata,West Bengal,14537,1555,323,Books,misha.chokshi@gmail.com
2024-02-01,Mumbai,Maharashtra,34181,4352,479,Clothing,hunar.bhatnagar@renusharmafoundation.org
2023-02-01,Bengaluru,Karnataka,57858,6457,384,Electronics,vedika.master@yahoo.com
2022-07-01,Bhopal,Madhya Pradesh,51856,2663,125,Grocery,jayesh.ahluwalia@renusharmafoundation.org
2024-07-01,Delhi,Delhi,61331,3930,122,Electronics,sara.sahni@gmail.com
2024-06-01,Ahmedabad,Gujarat,38142,2257,242,Books,onkar.samra@renusharmafoundation.org
2021-05-01,Chennai,Tamil Nadu,29603,2894,148,Grocery,vedika.tripathi@yahoo.com
2024-01-01,Jaipur,Rajasthan,54337,3826,298,Books,uthkarsh.kunda@gmail.com
2021-10-01,Hyderabad,Telangana,37805,3249,98,Clothing,vaibhav.yohannan@renusharmafoundation.org
2023-02-01,Delhi,Delhi,41814,3783,159,Electronics,ritvik.sood@yahoo.com
2021-08-01,Lucknow,Uttar Pradesh,19754,2300,318,Grocery,navya.lalla@renusharmafoundation.org
2023-03-01,Jaipur,Rajasthan,35057,3028,295,Clothing,riya.dar@renusharmafoundation.org
2024-06-01,Lucknow,Uttar Pradesh,50973,2999,490,Clothing,zain.ravel@yahoo.com
2023-10-01,Hyderabad,Telangana,50555,3157,392,Grocery,reyansh.chandran@gmail.com
2024-02-01,Jaipur,Rajasthan,41685,3839,358,Clothing,stuvan.subramanian@yahoo.com
2021-07-01,Bengaluru,Karnataka,56035,3911,243,Grocery,bhamini.sahota@renusharmafoundation.org
2022-03-01,Chennai,Tamil Nadu,36665,2716,356,Books,hazel.garde@yahoo.com
2024-12-01,Mumbai,Maharashtra,37953,4640,352,Clothing,sana.bhatti@gmail.com
2024-03-01,Bengaluru,Karnataka,44530,4529,178,Electronics,zoya.handa@renusharmafoundation.org
2024-01-01,Chennai,Tamil Nadu,32657,4545,190,Clothing,ira.bhattacharyya@yahoo.com
2022-06-01,Ahmedabad,Gujarat,18950,1426,437,Grocery,nakul.bajwa@renusharmafoundation.org
2023-09-01,Ahmedabad,Gujarat,55245,5527,336,Electronics,nakul.dhar@renusharmafoundation.org
2021-11-01,Lucknow,Uttar Pradesh,29439,2525,289,Grocery,veer.shroff@yahoo.com
2022-08-01,Jaipur,Rajasthan,46661,5211,314,Home Decor,dharmajan.badami@yahoo.com
2024-12-01,Chennai,Tamil Nadu,58733,4169,73,Electronics,rania.aurora@renusharmafoundation.org
2023-03-01,Lucknow,Uttar Pradesh,39682,2249,140,Clothing,chirag.koshy@gmail.com
2022-07-01,Hyderabad,Telangana,56591,5333,340,Clothing,amira.shanker@gmail.com
2022-02-01,Ahmedabad,Gujarat,20814,2627,371,Clothing,lavanya.kashyap@yahoo.com
2024-09-01,Mumbai,Maharashtra,18581,1758,280,Clothing,shray.ghosh@renusharmafoundation.org
2021-11-01,Delhi,Delhi,51727,7220,104,Electronics,nehmat.mahal@yahoo.com
2022-07-01,Delhi,Delhi,49138,4104,365,Electronics,dhruv.gola@gmail.com
2024-03-01,Bengaluru,Karnataka,35816,3414,115,Books,tanya.wali@yahoo.com
2024-03-01,Bengaluru,Karnataka,48344,6883,442,Clothing,indranil.guha@renusharmafoundation.org
2022-09-01,Hyderabad,Telangana,49379,7053,102,Clothing,piya.mand@yahoo.com
2023-08-01,Hyderabad,Telangana,56861,8399,361,Grocery,kiara.baria@yahoo.com
2023-11-01,Bhopal,Madhya Pradesh,44576,2381,150,Grocery,shamik.sagar@renusharmafoundation.org
2022-11-01,Mumbai,Maharashtra,52832,3150,63,Grocery,alia.konda@gmail.com
2021-08-01,Delhi,Delhi,62852,3681,173,Electronics,eva.wali@gmail.com
2024-05-01,Kolkata,West Bengal,80211,6850,309,Electronics,drishya.badal@renusharmafoundation.org
2023-12-01,Hyderabad,Telangana,33509,3072,122,Home Decor,sana.keer@yahoo.com
2023-03-01,Mumbai,Maharashtra,41055,2274,231,Home Decor,aayush.bawa@renusharmafoundation.org
2021-07-01,Lucknow,Uttar Pradesh,51468,4152,116,Home Decor,gokul.trivedi@gmail.com
2021-09-01,Mumbai,Maharashtra,50381,7541,356,Grocery,darshit.maharaj@renusharmafoundation.org
2021-12-01,Delhi,Delhi,44806,2732,283,Home Decor,ela.dube@renusharmafoundation.org
2022-08-01,Bengaluru,Karnataka,37763,3133,360,Clothing,sara.khosla@yahoo.com
2023-12-01,Hyderabad,Telangana,49577,4039,237,Home Decor,nakul.dhillon@gmail.com
2023-12-01,Chennai,Tamil Nadu,31208,4679,374,Electronics,ira.ganesan@renusharmafoundation.org
2022-05-01,Ahmedabad,Gujarat,37152,3100,355,Home Decor,charvi.andra@renusharmafoundation.org
2021-01-01,Chennai,Tamil Nadu,47635,4743,310,Grocery,ela.sibal@gmail.com
2023-01-01,Ahmedabad,Gujarat,31789,3098,50,Books,prerak.tella@gmail.com
2023-02-01,Chennai,Tamil Nadu,65235,8271,185,Electronics,kanav.hari@yahoo.com
2023-09-01,Mumbai,Maharashtra,52348,5926,328,Home Decor,vritika.gour@yahoo.com
2024-11-01,Hyderabad,Telangana,58112,5619,333,Grocery,baiju.rama@yahoo.com
2023-12-01,Hyderabad,Telangana,63813,3652,285,Books,pranay.sarna@renusharmafoundation.org
2023-06-01,Chennai,Tamil Nadu,36304,2554,94,Electronics,devansh.sule@renusharmafoundation.org
2024-07-01,Lucknow,Uttar Pradesh,40131,5036,465,Grocery,alia.majumdar@yahoo.com
2024-10-01,Lucknow,Uttar Pradesh,54951,8101,406,Home Decor,kavya.sarna@yahoo.com
2024-05-01,Hyderabad,Telangana,37115,2254,370,Home Decor,amira.savant@yahoo.com
2021-10-01,Hyderabad,Telangana,77744,5290,418,Books,vedika.shenoy@yahoo.com
2024-02-01,Jaipur,Rajasthan,39040,2476,248,Clothing,mamooty.bhattacharyya@yahoo.com
2023-08-01,Ahmedabad,Gujarat,65327,4087,343,Home Decor,veer.goda@gmail.com
2024-11-01,Chennai,Tamil Nadu,39740,3286,107,Clothing,aarav.shanker@renusharmafoundation.org
2023-02-01,Hyderabad,Telangana,60146,6172,347,Books,diya.dugal@yahoo.com
2023-05-01,Bengaluru,Karnataka,31871,4513,324,Books,rasha.bhasin@gmail.com
2021-08-01,Kolkata,West Bengal,52661,5156,408,Books,rati.thakkar@yahoo.com
2021-01-01,Jaipur,Rajasthan,41020,4670,187,Electronics,divij.soni@renusharmafoundation.org
2021-12-01,Mumbai,Maharashtra,29329,1823,129,Home Decor,dhanush.mandal@gmail.com
2024-01-01,Jaipur,Rajasthan,56764,7217,258,Electronics,nirvi.wali@yahoo.com
2024-04-01,Delhi,Delhi,37211,3743,481,Electronics,armaan.kari@gmail.com
2022-12-01,Mumbai,Maharashtra,60407,7958,296,Grocery,renee.swamy@gmail.com
2022-11-01,Ahmedabad,Gujarat,44517,2634,492,Grocery,yasmin.master@gmail.com
2021-06-01,Lucknow,Uttar Pradesh,65178,8238,391,Books,eva.yohannan@yahoo.com
2024-03-01,Bengaluru,Karnataka,67285,4357,493,Grocery,shayak.trivedi@renusharmafoundation.org
2023-03-01,Ahmedabad,Gujarat,50155,2901,396,Home Decor,nirvi.chowdhury@gmail.com
2021-07-01,Bengaluru,Karnataka,40990,6132,178,Clothing,advika.bajwa@yahoo.com
2021-02-01,Ahmedabad,Gujarat,58337,6808,471,Electronics,samaira.sahni@gmail.com
2021-09-01,Chennai,Tamil Nadu,36683,5140,249,Home Decor,taran.kata@renusharmafoundation.org
2023-12-01,Chennai,Tamil Nadu,55393,6459,393,Electronics,amira.lal@gmail.com
2023-09-01,Lucknow,Uttar Pradesh,61774,6546,238,Clothing,kabir.kapadia@yahoo.com
2023-02-01,Bhopal,Madhya Pradesh,23277,1473,304,Grocery,seher.sami@gmail.com
2023-03-01,Hyderabad,Telangana,38118,5248,310,Grocery,yuvaan.randhawa@renusharmafoundation.org
2021-08-01,Bhopal,Madhya Pradesh,33225,3326,204,Electronics,aaina.sabharwal@gmail.com
2023-07-01,Bhopal,Madhya Pradesh,38103,4006,315,Electronics,sumer.basak@gmail.com
2022-06-01,Mumbai,Maharashtra,52351,2744,122,Home Decor,biju.bumb@renusharmafoundation.org
2022-07-01,Lucknow,Uttar Pradesh,64533,5027,219,Grocery,indrans.bahl@gmail.com
2024-11-01,Hyderabad,Telangana,48976,6860,122,Home Decor,myra.varma@yahoo.com
2021-09-01,Ahmedabad,Gujarat,55321,8089,113,Clothing,farhan.rao@yahoo.com
2021-12-01,Bhopal,Madhya Pradesh,4308,301,249,Home Decor,kiaan.kanda@yahoo.com
2021-03-01,Hyderabad,Telangana,8411,421,222,Clothing,keya.soni@renusharmafoundation.org
2021-07-01,Lucknow,Uttar Pradesh,55292,4603,416,Grocery,tarini.dass@gmail.com
2022-06-01,Hyderabad,Telangana,63956,4241,436,Clothing,eva.buch@yahoo.com
2021-05-01,Kolkata,West Bengal,64588,9594,228,Electronics,baiju.mandal@yahoo.com
2024-04-01,Bengaluru,Karnataka,41132,3288,200,Books,purab.shankar@renusharmafoundation.org
2022-02-01,Ahmedabad,Gujarat,35103,2063,261,Home Decor,veer.srinivasan@renusharmafoundation.org
2024-10-01,Delhi,Delhi,54199,3523,358,Electronics,advik.bail@yahoo.com
2021-07-01,Ahmedabad,Gujarat,48238,7030,446,Books,aniruddh.lal@renusharmafoundation.org
2024-12-01,Bhopal,Madhya Pradesh,42530,6099,347,Books,navya.kapur@yahoo.com
2024-08-01,Bhopal,Madhya Pradesh,48343,4531,270,Clothing,mohanlal.sarin@yahoo.com
2022-05-01,Chennai,Tamil Nadu,65969,3662,237,Grocery,himmat.khanna@yahoo.com
2021-04-01,Chennai,Tamil Nadu,42967,3047,64,Electronics,aaina.saini@renusharmafoundation.org
2022-09-01,Mumbai,Maharashtra,19290,1602,368,Grocery,tanya.soman@gmail.com
2023-10-01,Mumbai,Maharashtra,47224,3525,194,Grocery,dharmajan.ben@yahoo.com
2021-10-01,Mumbai,Maharashtra,33080,2381,108,Clothing,ira.sachar@yahoo.com
2022-05-01,Delhi,Delhi,43342,5362,181,Home Decor,oorja.doctor@yahoo.com
2021-06-01,Hyderabad,Telangana,72208,6156,112,Grocery,aarna.rao@renusharmafoundation.org
2022-02-01,Delhi,Delhi,53308,6353,357,Grocery,sumer.kashyap@renusharmafoundation.org
2021-01-01,Chennai,Tamil Nadu,46812,3374,457,Home Decor,rati.srinivas@yahoo.com
2024-05-01,Ahmedabad,Gujarat,36938,4358,499,Home Decor,yashvi.gokhale@yahoo.com
2024-08-01,Kolkata,West Bengal,46075,5643,234,Clothing,vedika.dewan@gmail.com
2024-08-01,Lucknow,Uttar Pradesh,69521,3500,115,Clothing,purab.wagle@yahoo.com
2021-03-01,Mumbai,Maharashtra,46876,2674,184,Grocery,vidur.toor@renusharmafoundation.org
2023-08-01,Kolkata,West Bengal,41317,6190,375,Clothing,dharmajan.gaba@renusharmafoundation.org
2024-07-01,Bengaluru,Karnataka,49158,4185,432,Grocery,samar.edwin@gmail.com
2022-08-01,Jaipur,Rajasthan,46370,5797,343,Electronics,vaibhav.iyer@renusharmafoundation.org
2023-02-01,Ahmedabad,Gujarat,37116,5305,81,Grocery,kanav.sastry@gmail.com
2023-11-01,Kolkata,West Bengal,61416,4319,459,Home Decor,hazel.sastry@renusharmafoundation.org
2023-05-01,Kolkata,West Bengal,67117,3953,307,Home Decor,nitya.mane@yahoo.com
2023-10-01,Kolkata,West Bengal,55513,6065,476,Home Decor,kaira.kapur@yahoo.com
2021-05-01,Lucknow,Uttar Pradesh,22729,2618,157,Books,tiya.sundaram@yahoo.com
2021-11-01,Bhopal,Madhya Pradesh,11612,1689,382,Clothing,anika.sharaf@gmail.com
2023-03-01,Kolkata,West Bengal,63833,7425,490,Clothing,vihaan.chaudhry@renusharmafoundation.org
2021-04-01,Mumbai,Maharashtra,66866,5877,95,Books,raunak.wable@yahoo.com
2023-09-01,Bengaluru,Karnataka,62939,5850,171,Grocery,kabir.sodhi@yahoo.com
2022-09-01,Bhopal,Madhya Pradesh,46636,4951,342,Home Decor,mahika.issac@yahoo.com
2022-06-01,Chennai,Tamil Nadu,52682,3481,144,Books,mahika.goda@gmail.com
2022-07-01,Hyderabad,Telangana,66445,4377,144,Home Decor,suhana.keer@gmail.com
2021-08-01,Kolkata,West Bengal,55940,5763,177,Clothing,nirvi.dass@gmail.com
2021-11-01,Bengaluru,Karnataka,25837,3423,93,Clothing,veer.roy@renusharmafoundation.org
2022-01-01,Lucknow,Uttar Pradesh,32167,1750,380,Electronics,siya.choudhry@renusharmafoundation.org
2021-03-01,Bengaluru,Karnataka,35932,2490,203,Clothing,trisha.mall@yahoo.com
2022-02-01,Ahmedabad,Gujarat,40235,3785,89,Books,aradhya.mand@renusharmafoundation.org
2021-03-01,Ahmedabad,Gujarat,34486,5031,177,Books,lavanya.shroff@gmail.com
2023-10-01,Delhi,Delhi,48007,3050,91,Home Decor,shalv.doctor@yahoo.com
2021-06-01,Mumbai,Maharashtra,71999,7874,287,Grocery,kaira.vora@gmail.com
2022-11-01,Ahmedabad,Gujarat,65980,6822,87,Clothing,prerak.atwal@gmail.com
2024-09-01,Bhopal,Madhya Pradesh,42950,3365,69,Electronics,bhavin.sharaf@yahoo.com
2021-06-01,Mumbai,Maharashtra,44218,3963,81,Clothing,anay.lall@yahoo.com
2022-08-01,Lucknow,Uttar Pradesh,32788,3648,410,Home Decor,shamik.buch@yahoo.com
2023-02-01,Mumbai,Maharashtra,43849,3712,76,Electronics,mahika.sagar@yahoo.com
2021-07-01,Bhopal,Madhya Pradesh,61787,7638,294,Home Decor,armaan.kothari@renusharmafoundation.org
2023-06-01,Bhopal,Madhya Pradesh,63387,3638,261,Grocery,mahika.char@renusharmafoundation.org
2024-11-01,Chennai,Tamil Nadu,47192,6138,397,Electronics,divij.sem@renusharmafoundation.org
2024-07-01,Bengaluru,Karnataka,46707,2745,315,Home Decor,vidur.badal@yahoo.com
2023-02-01,Delhi,Delhi,36048,3799,371,Books,jayant.dada@renusharmafoundation.org
2021-01-01,Ahmedabad,Gujarat,66929,8775,444,Clothing,yashvi.bhagat@renusharmafoundation.org
2022-12-01,Kolkata,West Bengal,48048,6389,202,Home Decor,mehul.tank@renusharmafoundation.org
2024-04-01,Bhopal,Madhya Pradesh,23130,2982,329,Books,tara.bail@yahoo.com
2023-08-01,Hyderabad,Telangana,48993,4268,200,Electronics,damini.biswas@yahoo.com
2021-10-01,Chennai,Tamil Nadu,67721,8174,395,Clothing,zeeshan.chopra@renusharmafoundation.org
2021-11-01,Jaipur,Rajasthan,79262,7493,182,Clothing,emir.dora@yahoo.com
2023-01-01,Bengaluru,Karnataka,42515,5465,259,Books,aayush.jayaraman@gmail.com
2024-08-01,Jaipur,Rajasthan,29699,3914,213,Electronics,shlok.agrawal@renusharmafoundation.org
2021-11-01,Lucknow,Uttar Pradesh,50079,6667,208,Clothing,amani.bhalla@yahoo.com
2023-08-01,Hyderabad,Telangana,56096,2815,130,Clothing,taran.dhingra@yahoo.com
2023-10-01,Jaipur,Rajasthan,64541,7529,342,Clothing,kartik.chanda@gmail.com
2021-04-01,Mumbai,Maharashtra,42805,2804,68,Grocery,zoya.goda@renusharmafoundation.org
2023-11-01,Ahmedabad,Gujarat,44446,3423,459,Clothing,tushar.baria@yahoo.com
2023-06-01,Kolkata,West Bengal,48475,5952,340,Clothing,jayesh.sachar@gmail.com
2023-09-01,Ahmedabad,Gujarat,59095,4794,169,Grocery,mehul.varghese@renusharmafoundation.org
2021-01-01,Kolkata,West Bengal,56586,3946,154,Electronics,rhea.bakshi@yahoo.com
2022-07-01,Lucknow,Uttar Pradesh,56030,7220,115,Books,vihaan.bath@yahoo.com
2022-04-01,Chennai,Tamil Nadu,38907,4796,467,Clothing,saanvi.shroff@yahoo.com
2024-03-01,Ahmedabad,Gujarat,48955,4635,294,Grocery,farhan.mandal@yahoo.com
2021-11-01,Kolkata,West Bengal,52759,4989,413,Grocery,emir.randhawa@renusharmafoundation.org
2023-03-01,Hyderabad,Telangana,56260,7414,349,Clothing,renee.vig@yahoo.com
2022-02-01,Lucknow,Uttar Pradesh,55099,6050,66,Clothing,anaya.sood@yahoo.com
2024-07-01,Delhi,Delhi,45237,5035,449,Books,yuvraj .hayer@gmail.com
2022-03-01,Lucknow,Uttar Pradesh,45327,2310,411,Grocery,manjari.bhardwaj@yahoo.com
2024-07-01,Kolkata,West Bengal,51413,4941,147,Grocery,himmat.dutt@yahoo.com
2024-09-01,Kolkata,West Bengal,63009,3725,247,Books,nirvaan.raj@yahoo.com
2024-11-01,Bengaluru,Karnataka,57026,8056,55,Clothing,anaya.badal@gmail.com
2021-10-01,Lucknow,Uttar Pradesh,83613,6774,423,Electronics,aradhya.jain@renusharmafoundation.org
2021-04-01,Lucknow,Uttar Pradesh,44227,6264,460,Electronics,arnav.doctor@renusharmafoundation.org
2024-10-01,Kolkata,West Bengal,75039,10968,475,Home Decor,anaya.babu@renusharmafoundation.org
2021-09-01,Hyderabad,Telangana,68036,5036,296,Grocery,nakul.suri@renusharmafoundation.org
2021-09-01,Hyderabad,Telangana,51409,2686,463,Clothing,tejas.banik@renusharmafoundation.org
2024-10-01,Ahmedabad,Gujarat,52926,4007,298,Books,dhanush.sankar@yahoo.com
2022-09-01,Chennai,Tamil Nadu,37224,4253,256,Clothing,riya.kar@gmail.com
2021-09-01,Delhi,Delhi,57905,3451,461,Home Decor,riaan.seth@renusharmafoundation.org
2022-02-01,Ahmedabad,Gujarat,32903,2489,246,Clothing,hansh.chawla@yahoo.com
2022-11-01,Delhi,Delhi,55551,7776,369,Grocery,aayush.garde@renusharmafoundation.org
2021-01-01,Chennai,Tamil Nadu,52914,2932,359,Electronics,riaan.divan@renusharmafoundation.org
2024-05-01,Kolkata,West Bengal,41971,3249,250,Electronics,manjari.chandra@gmail.com
2021-04-01,Chennai,Tamil Nadu,44781,5552,171,Books,ahana .bhatnagar@renusharmafoundation.org
2022-04-01,Kolkata,West Bengal,53293,3529,115,Grocery,pranay.deshpande@gmail.com
2022-01-01,Delhi,Delhi,23362,1989,494,Home Decor,taimur.bawa@yahoo.com
2024-10-01,Lucknow,Uttar Pradesh,44041,3428,470,Electronics,yuvaan.tiwari@yahoo.com
2022-04-01,Bengaluru,Karnataka,66173,7446,397,Home Decor,sumer.raval@renusharmafoundation.org
2023-06-01,Kolkata,West Bengal,42600,6175,337,Books,ishaan.borde@renusharmafoundation.org
2021-01-01,Bhopal,Madhya Pradesh,66028,4157,470,Home Decor,dishani.mane@renusharmafoundation.org
